Name,"Full Address",City,County/State,Postcode,Country,"Telephone Number",Rating,Keywords,"Opening hours",URL,Latitude,Longitude,"Data Source","Data Source Identifer","Duplicated In"
"Pilates Performance Ireland","11, Grange Road Retail Park, Grange Rd, Rathfarnham, Dublin, Ireland",Dublin,"Co. Dublin",,IE,"(01) 495 7797",,"health, establishment","Monday: 9:00 am – 10:00 pm
Tuesday: 9:00 am – 10:00 pm
Wednesday: 9:00 am – 10:00 pm
Thursday: 9:00 am – 10:00 pm
Friday: 9:00 am – 8:30 pm
Saturday: 10:00 am – 12:00 pm
Sunday: 10:30 am – 1:30 pm",http://www.ppireland.com/,53.277296,-6.265013,"Google Places",ChIJ6WmxytELZ0gRKM7PaBOMyzI,
"dublin pilates clinic","!06, Baggot Lane, Dublin 4, www.Dublin-Pilates.Com, Ireland",,,,IE,"087 315 7667",,establishment,,http://www.dublin-pilates.com/,53.332837,-6.236742,"Google Places",ChIJxbsnhMAOZ0gRiIZqbUCnrrA,
"Yoga Dublin Studios - Dundrum","4a Rockfield Central, Dundrum, Dublin 16, Ireland","Dublin 16",Dublin,,IE,"(01) 298 0300",,"health, establishment","Monday: 9:30 am – 8:30 pm
Tuesday: 9:30 am – 8:30 pm
Wednesday: 9:30 am – 8:30 pm
Thursday: 9:30 am – 8:30 pm
Friday: 9:30 am – 12:30 pm
Saturday: 9:30 am – 12:30 pm
Sunday: 9:30 am – 12:30 pm",http://www.yogadublin.com/,53.286156,-6.236554,"Google Places",ChIJqep23G4JZ0gRWI3SEk1w91U,"dublin_masseur.csv
dublin_yoga.csv"
"Body Elements - Physiofit Clinic","Suite 2, Cubes 3, Beacon South Quarter, Sandyford, Co. Dublin, Ireland",Sandyford,Dublin,,IE,"(01) 293 2969",,"health, establishment","Monday: Closed
Tuesday: 10:00 am – 8:00 pm
Wednesday: 12:00 – 8:00 pm
Thursday: 12:00 – 8:00 pm
Friday: 12:00 – 5:00 pm
Saturday: 10:00 am – 4:00 pm
Sunday: Closed",http://www.bodyelements.ie/,53.276582,-6.217446,"Google Places",ChIJdRFtWAkJZ0gRO6U0nKuQg8s,"dublin_masseur.csv
dublin_physiotherapist.csv
dublin_reflexologist.csv"
"Tony Lawless","16 Brookwood Rise, Dublin 5, Ireland","Dublin 5",Dublin,,IE,"087 223 0052",,"health, establishment","Monday: 9:00 am – 9:00 pm
Tuesday: 9:00 am – 9:00 pm
Wednesday: 9:00 am – 9:00 pm
Thursday: 9:00 am – 9:00 pm
Friday: 9:00 am – 9:00 pm
Saturday: 9:00 am – 9:00 pm
Sunday: Closed",http://www.complementary-therapists.com/irish-therapists/dublin/tony-lawless.htm,53.377791,-6.195111,"Google Places",ChIJzwhw9r4PZ0gRpBdra39XWUw,"dublin_allergy.csv
dublin_masseur.csv
dublin_osteopath.csv
dublin_physical_therapist.csv
dublin_reflexologist.csv"
"Yoga Fitness Dublin","79 Georges Street Lower, Dun Laoghaire, Dun Laoghaire, Co. Dublin, Ireland","Dun Laoghaire",Dublin,,IE,"085 763 7981",,"health, establishment",,http://www.yogafitness.ie/,53.292577,-6.136496,"Google Places",ChIJwa9--CMGZ0gRurDC8PYmgmo,"dublin_physical_therapist.csv
dublin_yoga.csv"
"Sutton Cross Physiotherapy","1 Sutton Cross, Dublin 13, Ireland","Dublin 13",Dublin,,IE,"(01) 806 3030",,"physiotherapist, health, establishment","Monday: 9:00 am – 9:00 pm
Tuesday: 9:00 am – 9:00 pm
Wednesday: 9:00 am – 8:00 pm
Thursday: 9:00 am – 8:00 pm
Friday: 9:00 am – 6:00 pm
Saturday: Closed
Sunday: Closed",http://www.suttoncrossphysio.ie/,53.389586,-6.110426,"Google Places",ChIJXciimSAFZ0gRP-3vhEeyVWA,"dublin_physical_therapist.csv
dublin_physiotherapist.csv"
"Pilates Centre","The Seapoint Bldg, Clontarf Rd, Dublin 3, Ireland","Dublin 3",Dublin,,IE,"(01) 535 9100",,establishment,,http://www.pilatescentre.ie/,53.36297,-6.220042,"Google Places",ChIJM6mqgVQOZ0gRoX5U30X70g0,
"Sarahlloyd NMT & Pilates Instructor","104 Baggot Street Lower, Dublin2, Ireland",Dublin2,Dublin,,IE,"085 202 9342",,"health, establishment","Monday: 9:00 am – 9:00 pm
Tuesday: 9:00 am – 9:00 pm
Wednesday: 9:00 am – 9:00 pm
Thursday: 9:00 am – 9:00 pm
Friday: Closed
Saturday: Closed
Sunday: Closed",http://www.sarahlloydnmt.com/,53.335974,-6.24805,"Google Places",ChIJWXogLpYOZ0gRG4yiq0aLMwY,
"D8 Fitness","3/4, Ardee Court, Cork Street, Dublin 8, Ireland","Dublin 8","Co. Dublin",,IE,"(01) 473 5847",,"food, store, health, establishment","Monday: 10:00 am – 6:00 pm
Tuesday: 10:00 am – 6:00 pm
Wednesday: 10:00 am – 6:00 pm
Thursday: 10:00 am – 6:00 pm
Friday: 10:00 am – 6:00 pm
Saturday: 10:00 am – 4:30 pm
Sunday: Closed",http://www.d8fitness.com/,53.338922,-6.279063,"Google Places",ChIJJ3onVy8MZ0gREq8PNNu9XBM,dublin_masseur.csv
"Pilates Dublin . ie","Unit F1, Nutgrove Office Park, Rathfarnham - Dublin 14, Co. Dublin, Ireland","Rathfarnham - Dublin 14",Dublin,,IE,"086 173 6720",,"health, establishment","Monday: 7:00 am – 10:00 pm
Tuesday: 7:00 am – 10:00 pm
Wednesday: 7:00 am – 10:00 pm
Thursday: 7:00 am – 10:00 pm
Friday: 7:00 am – 6:00 pm
Saturday: 8:00 pm – 12:00 am
Sunday: 12:00 am – 4:00 pm",http://www.pilatesdublin.ie/,53.294274,-6.279387,"Google Places",ChIJwcpwwOsLZ0gRMy7AXGV20Bw,dublin_personal_trainer.csv
"Mount Merrion Pilates","105 Trees Road Upper, Mount Merrion, Co. Dublin, Ireland",,Dublin,,IE,"(01) 283 4303",,establishment,,http://mmphysiopilates.com/,53.291932,-6.215539,"Google Places",ChIJ19ljlhcJZ0gRf9GYaw_j9hA,dublin_physiotherapist.csv
"The Posture Centre","32 Lower Pembroke St, Dublin, Co. Dublin City, Ireland","Dublin City","Dublin City",,IE,,,establishment,,http://completefitness.ie/,53.336997,-6.25165,"Google Places",ChIJfd6LhZcOZ0gRyo3WwtJ0Bpg,
"Bodyworks Physiotherapy & Sports Medicine Clinic","93, Baggot Street Lower,, Dublin 2,, Co. Dublin, Ireland","Dublin 2,",Dublin,,IE,"(01) 678 8947",,"physiotherapist, health, establishment","Monday: 8:00 am – 8:30 pm
Tuesday: 8:00 am – 8:30 pm
Wednesday: 8:00 am – 8:30 pm
Thursday: 8:00 am – 8:30 pm
Friday: 8:00 am – 5:00 pm
Saturday: Closed
Sunday: Closed",http://www.bodyworksphysio.ie/,53.33542,-6.247299,"Google Places",ChIJ4S5tJ5YOZ0gRPbbJiuSddSE,"dublin_physical_therapist.csv
dublin_physiotherapist.csv"
"St Therasa's","Clarendon Street, Dublin, Ireland",Dublin,Dublin,,IE,"087 299 0742",,establishment,"Monday: 5:30 – 9:30 pm
Tuesday: 5:30 – 9:30 pm
Wednesday: 5:30 – 9:00 pm
Thursday: 5:30 – 9:30 pm
Friday: Closed
Saturday: Closed
Sunday: Closed",http://www.realbodiespilates.com/,53.341867,-6.261306,"Google Places",ChIJY_jFb5wOZ0gRYMv7sahM9hY,dublin_yoga.csv
"21st Zentury Health","Aquarium Building, The Esplanade, Bray, Co. Wicklow, Ireland",Bray,Wicklow,,IE,"(01) 276 1840",,"health, establishment",,http://www.21zenturyhealth.com/,53.203256,-6.097894,"Google Places",ChIJC4jVbGioZ0gRx668WOFBfI0,"dublin_aromatherapist.csv
dublin_masseur.csv
dublin_yoga.csv"
"The Secret - Pilates and Personal Training","3Qubed, Quarry Road, Rathmichael, Co. Dublin, Ireland",Rathmichael,Dublin,,IE,"087 791 7627",,establishment,,http://www.thesecretpilates.com/,53.223815,-6.141915,"Google Places",ChIJ88AthfqnZ0gRZckaD9XdzyY,dublin_personal_trainer.csv
PilatesDublin.ie,"10 Braemor Rd, Churchtonw - Dublin 14, Co. Dublin, Ireland","Churchtonw - Dublin 14",Dublin,,IE,"(01) 298 9713",,establishment,,http://www.pilatesdublin.ie/,53.296414,-6.259975,"Google Places",ChIJZ1cphOELZ0gRg6-fEUBCGbY,dublin_personal_trainer.csv
"Focus Pilates Dublin","27 William St S, Dublin 2, Ireland","Dublin 2",Dublin,,IE,"087 918 4605",,establishment,"Monday: 7:45 am – 9:00 pm
Tuesday: 7:45 am – 9:00 pm
Wednesday: 7:45 am – 9:00 pm
Thursday: 7:45 am – 9:00 pm
Friday: 7:45 am – 9:00 pm
Saturday: Closed
Sunday: Closed",http://www.focuspilatesdublin.com/,53.341613,-6.263093,"Google Places",ChIJXcOsSJwOZ0gRPxuP1uITzQk,
"ABSolute Pilates","56 Fitzwilliam Square North, Dublin 2, Ireland","Dublin 2",Dublin,,IE,"086 361 2521",,"health, establishment",,http://www.absolutepilates.ie/,53.336051,-6.252064,"Google Places",ChIJ0SoZU70OZ0gR-nwz35x7-TU,
"Physiofit Woman","Suite 2, Cubes 3, Beacon South Quarter, Sandyford, Dublin 18, Ireland","Dublin 18",,,IE,"(01) 293 2969",,"physiotherapist, health, establishment","Monday: Closed
Tuesday: 12:00 – 8:00 pm
Wednesday: 12:00 – 8:00 pm
Thursday: 12:00 – 8:00 pm
Friday: 12:00 – 8:00 pm
Saturday: 10:00 am – 4:00 pm
Sunday: Closed",http://www.physiofitwoman.ie/,53.2768,-6.217037,"Google Places",ChIJjVbBUAkJZ0gRXXkI1NObNmw,"dublin_masseur.csv
dublin_physical_therapist.csv
dublin_physiotherapist.csv"
"Andy Kenny Fitness LTD","Unit 31, Trinity Enterprise Centre, Pearse Street, Dublin 2, Ireland","Dublin 2",,,IE,"085 728 2551",4.8,"health, establishment","Monday: 4:00 – 9:00 pm
Tuesday: 4:00 – 9:00 pm
Wednesday: 4:00 – 9:00 pm
Thursday: 4:00 – 9:00 pm
Friday: 4:00 – 9:00 pm
Saturday: 9:00 am – 3:00 pm
Sunday: Closed",http://www.andykennyfitness.ie/,53.342434,-6.239832,"Google Places",ChIJoeotaewOZ0gRKNoILKi1UWE,dublin_personal_trainer.csv
"Fitness Centre","18 Baggot Lane, Dublin, Ireland",Dublin,Dublin,,IE,"(01) 6725 9134",,"school, establishment","Monday: 9:00 am – 5:00 pm
Tuesday: 9:00 am – 5:00 pm
Wednesday: 9:00 am – 5:00 pm
Thursday: 9:00 am – 5:00 pm
Friday: 9:00 am – 5:00 pm
Saturday: Closed
Sunday: Closed",http://www.fitnesscentre.ie/,53.333265,-6.241062,"Google Places",ChIJRQtfU74OZ0gR6osJQHeFv3M,dublin_yoga.csv
"ABSolute Pilates","Taney Parish Centre, Taney Road, Dundrum, Co. Dublin, Ireland",Dundrum,Dublin,,IE,"086 361 2521",,"health, establishment",,http://www.absolutepilates.ie/,53.291775,-6.242577,"Google Places",ChIJwZPzzmkJZ0gRtfIYHFJZXfY,
"Pure Pilates","All Saints Church Hall, Raheny, Dublin 5, Ireland","Dublin 5",,,IE,"087 683 0547",,"health, establishment","Monday: 7:00 – 10:00 pm
Tuesday: 7:00 – 9:00 pm
Wednesday: 7:00 – 9:00 pm
Thursday: 7:00 – 9:00 pm
Friday: Closed
Saturday: Closed
Sunday: Closed",http://www.purepilates.ie/,53.379853,-6.178404,"Google Places",ChIJBZ-IhpIPZ0gReHZO130prD0,dublin_yoga.csv
"Realbodies Pilates","Gate Lodge, All Hallows Missonary College - Lodge, Grace Park Road, Drumcondra, Co. Dublin, Ireland",Drumcondra,Dublin,,IE,"087 299 0742",,establishment,"Monday: 5:30 – 9:30 pm
Tuesday: 5:30 – 9:30 pm
Wednesday: 5:30 – 9:30 pm
Thursday: 5:30 – 9:30 pm
Friday: Closed
Saturday: Closed
Sunday: Closed",http://www.realbodiespilates.com/,53.371321,-6.245968,"Google Places",ChIJnVu_d0IOZ0gRdU9xGAo_MtI,dublin_yoga.csv
"Sunrise Yoga","48B Patrick Street, Dun Laoghaire, Co. Dublin, Ireland","Dun Laoghaire",Dublin,,IE,"(01) 284 4477",,establishment,,http://www.sunrise.ie/,53.289247,-6.138474,"Google Places",ChIJ--t_RCYGZ0gRjjcFXXvgq-k,"dublin_meditation.csv
dublin_yoga.csv"
"Lotus Yoga","5 Little Fitzwilliam Place, Dublin 2, Ireland","Dublin 2",Dublin,,IE,"085 145 0880",,"school, establishment",,http://www.lotusyoga.ie/,53.337531,-6.249399,"Google Places",ChIJM9wfrJcOZ0gRe4VZfoKppcw,"dublin_meditation.csv
dublin_yoga.csv"
"Bushido Martial Arts & Poise Pilates","BMA Academy of Health & Fitness, Watery Lane, Clondalkin, Co. Dublin, Ireland",Clondalkin,Dublin,,IE,"(01) 464 3657",,"health, school, establishment","Monday: 9:00 am – 9:30 pm
Tuesday: 9:00 am – 7:00 pm
Wednesday: 9:00 am – 9:30 pm
Thursday: 9:00 am – 7:00 pm
Friday: 9:00 am – 9:30 pm
Saturday: 9:30 am – 12:30 pm
Sunday: Closed",http://www.poisepilates.ie/,53.32203,-6.392111,"Google Places",ChIJ7_HP2UVzZ0gRdaBHcsPVrpU,"dublin_chiropractor.csv
dublin_physiotherapist.csv"
"Pilates @ Collins Avenue Physiotherapy","138B Collins Ave, Dublin, Ireland",Dublin,Dublin,,IE,"(01) 832 9625",,"health, establishment","Monday: 7:30 am – 9:00 pm
Tuesday: 7:30 am – 9:00 pm
Wednesday: 7:30 am – 9:00 pm
Thursday: 7:30 am – 9:00 pm
Friday: 7:30 am – 3:00 pm
Saturday: Closed
Sunday: Closed",http://www.dublinphysiotherapy.com/,53.37752,-6.224659,"Google Places",ChIJbxUINkoOZ0gRUNKHzvgwcIg,dublin_physiotherapist.csv
"Complementary Therapist - Natural Healing","16 Brookwood Rise, Dublin 5, Ireland","Dublin 5",Dublin,,IE,"(01) 851 2847",,"health, establishment","Monday: 9:00 am – 9:00 pm
Tuesday: 9:00 am – 9:00 pm
Wednesday: 9:00 am – 9:00 pm
Thursday: 9:00 am – 9:00 pm
Friday: 9:00 am – 9:00 pm
Saturday: 9:00 am – 9:00 pm
Sunday: Closed",http://naturalhealing.ie/,53.377791,-6.195111,"Google Places",ChIJCWbY9r4PZ0gRzFv8LkSa48M,
"the personal training company","5 Churchlands, Dublin, Ireland",Dublin,Dublin,,IE,"087 810 7443",,establishment,"Monday: 9:00 am – 9:00 pm
Tuesday: 9:00 am – 9:00 pm
Wednesday: 9:00 am – 9:00 pm
Thursday: 9:00 am – 9:00 pm
Friday: 9:00 am – 9:00 pm
Saturday: 9:00 am – 5:00 pm
Sunday: Closed",http://amandagannon.com/,53.26983,-6.222836,"Google Places",ChIJeWhHJ6AJZ0gR9AFlOMNTbm8,dublin_personal_trainer.csv
TwoPalmsYoga,"52 Aughrim St, Dublin, Ireland",Dublin,Dublin,,IE,"085 814 7402",,"health, establishment","Monday: Closed
Tuesday: 7:00 – 8:00 pm
Wednesday: 8:00 – 9:00 pm
Thursday: 8:00 – 9:00 pm
Friday: 6:00 – 7:00 pm
Saturday: Closed
Sunday: Closed",https://plus.google.com/114384909227992293116/about?hl=en,53.354752,-6.290788,"Google Places",ChIJBz9IrcwNZ0gRXCLNkK1jgMM,"dublin_meditation.csv
dublin_nutritionist.csv
dublin_yoga.csv"
"Yoga Dublin Studios: Dún Laoghaire","19 George's Street Lower, Dún Laoghaire, Co. Dublin, Ireland","Dún Laoghaire",Dublin,,IE,"(01) 214 0444",,establishment,,http://www.yogadublin.com/,53.294227,-6.141046,"Google Places",ChIJJ6c4_SAGZ0gRz4NjCnqFBcw,dublin_yoga.csv
"East Coast Fitness ! Personal Training, Pilates, Corporate wellbeing","Monkstown, Co. Dublin, Ireland",,Dublin,,IE,"087 933 4782",,"gym, health, establishment","Monday: 7:00 am – 9:00 pm
Tuesday: 7:00 am – 9:00 pm
Wednesday: 7:00 am – 9:00 pm
Thursday: 7:00 am – 9:00 pm
Friday: 7:00 am – 9:00 pm
Saturday: 7:00 am – 12:00 pm
Sunday: Closed",http://www.eastcoastfitness.ie/,53.293699,-6.1539,"Google Places",ChIJw7sdbGioZ0gRIiXdQ4uzUCU,
"Body In Mind Pilates","Blackglen Village, Sandyford, Dublin 18, Dublin, Ireland",Dublin,Dublin,,IE,"087 329 7900",,establishment,,https://plus.google.com/117069832686256724151/about?hl=en,53.268806,-6.243721,"Google Places",ChIJubBcJ4IJZ0gRig8NFRxgo9s,
"Louise O' Rourke","Naas Road, Kingswood, Dublin 22, Ireland","Dublin 22","Co. Dublin",,IE,"087 937 6858",,"physiotherapist, health, establishment","Monday: 9:00 am – 4:00 pm
Tuesday: 9:00 am – 10:00 pm
Wednesday: 9:00 am – 10:00 pm
Thursday: 9:00 am – 10:00 pm
Friday: Closed
Saturday: 9:00 am – 2:30 pm
Sunday: Closed",http://www.louiseorourkephysiotherapy.ie/,53.299898,-6.420715,"Google Places",ChIJ_yvyLVxzZ0gRs6sVvZNPjxM,"dublin_physical_therapist.csv
dublin_physiotherapist.csv"
"Brookwood Physiotherapy & Pilates Clinic","34 Brookwood Rise, Dublin, Ireland",Dublin,Dublin,,IE,"(01) 818 7430",,"hospital, establishment",,http://www.brookwoodphysio.com/,53.378173,-6.194012,"Google Places",ChIJIWnDT74PZ0gRjMZ9YXpuC1I,
"Platinum Pilates","73 Leeson Street Lower, Dublin 2, Ireland","Dublin 2",Dublin,,IE,"(01) 278 9313",,establishment,"Monday: 6:00 am – 9:00 pm
Tuesday: 6:00 am – 9:00 pm
Wednesday: 6:00 am – 9:00 pm
Thursday: 6:00 am – 9:00 pm
Friday: 6:00 am – 9:00 pm
Saturday: 9:00 am – 2:00 pm
Sunday: 9:00 am – 2:00 pm",http://www.platinumpilates.ie/,53.334136,-6.254678,"Google Places",ChIJzYkkj6IOZ0gRpvhIBr7x9_w,
"Platinum Pilates Sandymount","2A Sandymount Green, Dublin 4, Ireland","Dublin 4",Dublin,,IE,"(01) 278 9313",,establishment,"Monday: 6:00 am – 10:00 pm
Tuesday: 6:00 am – 10:00 pm
Wednesday: 6:00 am – 10:00 pm
Thursday: 6:00 am – 10:00 pm
Friday: 6:00 am – 10:00 pm
Saturday: 6:00 am – 10:00 pm
Sunday: 6:00 am – 10:00 pm",http://www.platinumpilates.ie/,53.332278,-6.215081,"Google Places",ChIJEwx2sN4OZ0gRvpoRLFT_Dfs,
