Name,"Full Address",City,County/State,Postcode,Country,"Telephone Number",Rating,Keywords,"Opening hours",URL,Latitude,Longitude,"Data Source","Data Source Identifer","Duplicated In"
"life Pharmacy","Unit 13A, Swan Shopping Centre, Rathmines Road Lower, Dublin 6, Ireland","Dublin 6",Dublin,,IE,"(01) 497 2039",,"pharmacy, store, health, establishment","Monday: 9:00 am – 8:00 pm
Tuesday: 9:00 am – 8:00 pm
Wednesday: 9:00 am – 8:00 pm
Thursday: 9:00 am – 8:00 pm
Friday: 9:00 am – 8:00 pm
Saturday: 10:00 am – 7:00 pm
Sunday: 12:00 – 6:00 pm",http://www.lifepharmacy.ie/,53.322821,-6.265487,"Google Places",ChIJTQCRxQIMZ0gRqA7jI6ZRYsY,
"life Pharmacy","Oaklawn, Leixlip, Co. Kildare, Ireland",Leixlip,Kildare,,IE,"(01) 624 4673",,"pharmacy, store, health, establishment","Monday: 9:00 am – 6:00 pm
Tuesday: 9:00 am – 6:00 pm
Wednesday: 9:00 am – 6:00 pm
Thursday: 9:00 am – 6:00 pm
Friday: 9:00 am – 6:00 pm
Saturday: 9:30 am – 6:00 pm
Sunday: Closed",http://www.lifepharmacy.ie/,53.365957,-6.503584,"Google Places",ChIJWZDJxvRxZ0gRdOhupVudp-o,
"St Mary's Centre Nursing Home","185-201 Merrion Road, Dublin 4, Ireland","Dublin 4",Dublin,,IE,"(01) 269 3411",,"health, establishment",,http://www.stmarysmerrion.ie/,53.315309,-6.205145,"Google Places",ChIJjbxiryoJZ0gRBPt0xAnjZnw,
"Life Pharmacy","241 Swords Rd, Dublin 9, Ireland","Dublin 9",Dublin,,IE,"(01) 842 7784",,"pharmacy, store, health, establishment","Monday: 9:00 am – 7:00 pm
Tuesday: 9:00 am – 7:00 pm
Wednesday: 9:00 am – 7:00 pm
Thursday: 9:00 am – 7:00 pm
Friday: 9:00 am – 7:00 pm
Saturday: 9:00 am – 6:00 pm
Sunday: Closed",http://www.lifepharmacy.ie/,53.388399,-6.245958,"Google Places",ChIJ60y13TwOZ0gRAbWczJRjQpc,
"Breath of Life - Natural Healing clinic","Village Court, 10 Strand Road, Portmarnock, Co. Dublin, Ireland",Fingal,Dublin,,IE,"(01) 846 0942",,"health, establishment",,http://www.bolhealing.com/,53.422601,-6.135478,"Google Places",ChIJX3szhsMaZ0gR9GLM-HHWuWQ,"dublin_herbalist.csv
dublin_reflexologist.csv"
"Brennan's Life Pharmacy","Unit 4, Fairways Mall, Main Street, Donabate, Co. Dublin, Ireland",,Dublin,,IE,"(01) 843 6365",,"pharmacy, store, health, establishment","Monday: 9:00 am – 7:00 pm
Tuesday: 9:00 am – 7:00 pm
Wednesday: 9:00 am – 7:00 pm
Thursday: 9:00 am – 7:00 pm
Friday: 9:00 am – 7:00 pm
Saturday: 9:30 am – 5:30 pm
Sunday: Closed",http://lifepharmacy.ie/,53.487062,-6.148309,"Google Places",ChIJrTrYeSYaZ0gRuC101PkfU_k,
"Agriculture House entrance","Spire of Dublin, O’Connell St, Dublin, Ireland",,,,IE,"(01) 607 2000",,establishment,,http://www.agriculture.gov.ie/,53.33849,-6.253409,"Google Places",ChIJucTs2pkOZ0gRYgog1J9vkKo,
"Department of Agriculture, Food & the Marine","Agriculture House, Kildare Street, Dublin, Ireland",Dublin,Dublin,,IE,"(01) 607 2000",,establishment,,http://www.agriculture.gov.ie/,53.33953,-6.255759,"Google Places",ChIJh_wEJ5oOZ0gRT-hC8XWX5go,
"Department of Agriculture, Food & the Marine","Backweston Laboratory Complex, Youngs Cross, Celbridge, Co. Kildare, Ireland",Celbridge,"Co. Kildare",,IE,"(01) 615 7115",,establishment,,http://www.agriculture.gov.ie/,53.341533,-6.498928,"Google Places",ChIJjd-tOn9xZ0gRTVzjgqrXZZ8,
"Llorrac Marketing & Design Ltd","27 Forest Park Kingswood Dublin 24, Ireland",,,,IE,"(01) 403 1928",,establishment,,http://www.irishweddingsonline.com/,53.307209,-6.363022,"Google Places",ChIJr-GwIVYLZ0gRzlErotfpShQ,"dublin_aromatherapist.csv
dublin_chiropractor.csv
dublin_herbalist.csv
dublin_meditation.csv
dublin_osteopath.csv
dublin_reflexologist.csv"
"National Training Centre","15-16 St Joseph's Parade, Dublin 7, Ireland","Dublin 7",Dublin,,IE,"(01) 882 7777",,establishment,"Monday: 9:30 am – 5:30 pm
Tuesday: 9:30 am – 5:30 pm
Wednesday: 9:30 am – 5:30 pm
Thursday: 9:30 am – 5:30 pm
Friday: 9:30 am – 5:00 pm
Saturday: Closed
Sunday: Closed",http://www.ntc.ie/,53.357316,-6.265947,"Google Places",ChIJPdNxR34OZ0gRejGk5eHtu8s,"dublin_nutritionist.csv
dublin_osteopath.csv
dublin_personal_trainer.csv
dublin_physical_therapist.csv
dublin_pilates.csv"
